County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Georeference,New York Zip Codes 2,Counties 2,NYS Municipal Boundaries 2
ERIE,140081,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",TOMS THUMB LLC,WNEK MARJORIE,716-537-9590,13051,WHITNEY ROAD,,,HOLLAND,NY,14080,"{'type': 'Point', 'coordinates': [-78.499649, 42.660185]}",528,2041,288
OTSEGO,361199,Nursery Stock Only,10 Acres or Less,,WILD FLORAL WONDERS SEEDLINGS,CHAPPELLE HEDDI,607-638-6059,141,MAIN STREET,,,SCHENEVUS,NY,12155,"{'type': 'Point', 'coordinates': [-74.819972, 42.549114]}",1402,2136,918
LIVINGSTON,643618,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",RAGING WINDS FARM,"ROTH, GARY",585-335-2963,7906,KYSORVILLE BYERSVILLE RD,,,DANSVILLE,NY,14437,"{'type': 'Point', 'coordinates': [-77.791359, 42.631452]}",228,2091,733
ORLEANS,347294,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",TWIN PINES,MARTIN PHARES & MARY ANN,716-798-1966,,RIDGE ROAD,,,MEDINA,NY,14103,"{'type': 'Point', 'coordinates': [-78.37787400000002, 43.213788]}",934,626,499
OTSEGO,644235,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GRETNA GARDENS,RICHARD HEWLETT,607-988-6808,2664,STATE HIGHWAY 7,,,OTEGO,NY,13825,"{'type': 'Point', 'coordinates': [-75.222946, 42.371013]}",448,2136,915
ALLEGANY,20489,Nursery Stock Only,101 Acres or More,,MARCUS FARMS INC,MARCUS FARMS INC,607-295-7527,196,ELLIS HILL ROAD,,,ARKPORT,NY,14807,"{'type': 'Point', 'coordinates': [-77.730839, 42.388613]}",1754,2178,31
KINGS,611485,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HAMILTON LANDSCAPE AND GARDEN SUPPLY CO,IMBRIALE JOSEPH,718-491-6350,9215,FORT HAMILTON PKWY,,,BROOKLYN,NY,11209,"{'type': 'Point', 'coordinates': [-74.0277, 40.616764]}",887,2090,894
ESSEX,645668,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",TROMBLEES GREENHOUSE + GIFTS,RENEE SCUDER,518-586-4511,2961,NYS ROUTE 9N,,,CROWN POINT,NY,12928,"{'type': 'Point', 'coordinates': [-73.431023, 43.96417700000001]}",220,2084,453
SARATOGA,644466,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BOWMAN ORCHARDS,KEVIN K BOWMAN,518-371-2042,157,SUGARHILL RD,,,REXFORD,NY,12148,"{'type': 'Point', 'coordinates': [-73.839591, 42.818265]}",1311,2141,1009
POTTER,645585,Nursery Stock Only,10 Acres or Less,,BLUE MARBLE FARM,LISA WERNER,,2145,DOGTOWN ROAD,,,GENESEE,PA,16923,"{'type': 'Point', 'coordinates': [-77.939086, 41.979056]}",,737,
WAYNE,645638,Combined Nursery and Greenhouse,10 Acres or Less,,SAVANNAH GARDENS,LORRAINE MARTIN,315-730-6678,13770,SAVANNAH SPRING LAKE ROAD,,,SAVANNAH,NY,13146,"{'type': 'Point', 'coordinates': [-76.732176, 43.074903]}",687,631,629
MADISON,644303,Nursery Stock Only,10 Acres or Less,,GREEN LEAF NURSERY,MILLER KELLY,315-264-0006,1543,LAKE RD,,,ONEIDA,NY,13421,"{'type': 'Point', 'coordinates': [-75.683784, 43.12221]}",1280,2092,122
WASHINGTON,644591,Combined Nursery and Greenhouse,,"2,000 SqFt of Glass or Less",ECHO CREEK FARM,JENNIFER PALULIS,518-854-7736,258,QUARRY RD,,,SALEM,NY,12865,"{'type': 'Point', 'coordinates': [-73.315036, 43.19707600000001]}",146,2184,717
SULLIVAN,645525,Nursery Stock Only,10 Acres or Less,,YELENA'S HERBALS,YELENA TKALICH,845-439-3081,30,FOREST DRIVE,,,LIVINGSTON MANOR,NY,12758,"{'type': 'Point', 'coordinates': [-74.66635, 41.924177]}",1063,2180,652
MONROE,644404,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",PAUL WATSON GREENHOUSES,WATSON PAUL,585-615-7916,10,WOODRUFF RD,,,RUSH,NY,14543,"{'type': 'Point', 'coordinates': [-77.704118, 42.96737400000001]}",401,2093,536
JEFFERSON,222393,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",PETALS N POTS GRNHOUSES,HUBBARD SANDRA,315-654-2856,,MILLENS BAY ROAD,,,CAPE VINCENT,NY,13618,"{'type': 'Point', 'coordinates': [-76.28933, 44.116337]}",1479,2089,856
SARATOGA,410980,Nursery Stock Only,10 Acres or Less,,ROSEWOOD GARDENS INC,ROSEWOOD GARDENS INC,518-275-1800,2309,ROUTE 67,,,WEST CHARLTON,NY,12010,"{'type': 'Point', 'coordinates': [-74.058369, 42.975836]}",1143,2141,1010
SUFFOLK,645572,Nursery Stock Only,10 Acres or Less,,BREEZE HILL FARM AND PRESERVE LLC,CHRISTOPHER PIA,,38705,MAIN ROAD,,,PECONIC,NY,11958,"{'type': 'Point', 'coordinates': [-72.462562, 41.034525]}",1641,2179,1012
NASSAU,644725,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",RESTORATION FARM,CAROLINE FANNING AND DANIEL HOLMES,718-309-4220,140,BETHPAGE-SWEET HOLLOW RD,,,OLD BETHPAGE,NY,11804,"{'type': 'Point', 'coordinates': [-73.444998, 40.761746]}",1529,2094,59
SCHUYLER,441232,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FERGIES GREENHOUSE,FERGUSON HARRY,607-387-5974,5300,CHICKEN COOP HILL,,,TRUMANSBURG,NY,14886,"{'type': 'Point', 'coordinates': [-76.760899, 42.49245500000001]}",917,2143,645
BROOME,37087,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",COUNTRY WAGON PRODUCE,EICHORN ANDREA & WILLIAM,607-862-3985,2859,NY ROUTE 26,,,GLEN AUBREY,NY,13777,"{'type': 'Point', 'coordinates': [-76.04696349299996, 42.20964556000007]}",392,2033,942
OSWEGO,357104,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NORTH SHORE NATIVES,CARPENTER CHARLES E,315-675-9892,351,COOK ROAD,,,BERNHARDS BAY,NY,13028,"{'type': 'Point', 'coordinates': [-75.918019, 43.278419]}",347,2135,249
OTSEGO,366521,Nursery Stock Only,11-100 Acres,,LOCUST GROVE NURSERY LLC,LOCUST GROVE NURSY LLC,908-647-2130,171,COUNTY ROAD 18 A,,,WEST WINFIELD,NY,13491,"{'type': 'Point', 'coordinates': [-75.23408996699999, 42.84549999600006]}",1394,2136,900
SUFFOLK,645298,Nursery Stock Only,11-100 Acres,,GREENLAWN SOD FARMS INC,MICHAEL DELEA,,5186,ROUTE 25A,,,WADING RIVER,NY,11792,"{'type': 'Point', 'coordinates': [-72.79770517699995, 40.93483898200003]}",1534,2179,1017
WAYNE,644700,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",LERMINIAUX FARMS LLC,WALTER LERMINIAUX,585-734-2801,153,HALEY RD,,,ONTARIO,NY,14519,"{'type': 'Point', 'coordinates': [-77.370637, 43.192758]}",328,631,627
GENESEE,643910,Nursery Stock Only,10 Acres or Less,,VEGETAL ID INC,GAELLE BERGES,585-343-6400,7939,BANK ST ROAD,,,BATAVIA,NY,14020,"{'type': 'Point', 'coordinates': [-78.154215, 43.029651]}",489,2086,792
ONEIDA,300958,Combined Nursery and Greenhouse,,"2,000 SqFt of Glass or Less",ROBINSON EXCAVATION & LANDSCAPE,ROBINSON KEVIN,315-831-3916,11444,STATE ROUTE 12,,,ALDER CREEK,NY,13301,"{'type': 'Point', 'coordinates': [-75.224622, 43.416278]}",761,625,932
ESSEX,156061,Nursery Stock Only,11-100 Acres,,FLOWERING MDOW NRS INC,FLOWERING MEADOW NURSERY INC,518-946-7828,269,GLEN ROAD,,,JAY,NY,12941,"{'type': 'Point', 'coordinates': [-73.726207, 44.3407]}",270,2084,443
SUFFOLK,476766,Nursery Stock Only,101 Acres or More,,DELEA LEASING CORP  DBA DELEA SOD FARMS,DELEA LEASING CORP DBA DELEA SOD FARMS,631-368-8022,,MIDDLE ISLAND/YAPHANK RD LUSTG,,,MIDDLE ISLAND,NY,11953,"{'type': 'Point', 'coordinates': [-72.951129, 40.884631]}",1636,2179,1022
CAYUGA,644120,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MARY BURTLESS,MARY BURTLESS,315-252-7048,1415,WEST GENESEE ST RD,,,AUBURN,NY,13021,"{'type': 'Point', 'coordinates': [-76.647, 42.917134]}",343,618,86
ONONDAGA,316887,Nursery Stock Only,10 Acres or Less,,LANS FLOWER FARM INC,LAN JIANWU WEISS MARK,315-688-8584,4913,NYS ROUTE 31,,,CLAY,NY,130418708,"{'type': 'Point', 'coordinates': [-76.17596098999996, 43.18635201700005]}",359,2132,703
ONEIDA,645175,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WOOD CREEK HERB FARM,HENRY BRENDA L,315-225-2906,236,WEST DOMINICK ST,,,ROME,NY,13440,"{'type': 'Point', 'coordinates': [-75.460644, 43.21225]}",1366,625,989
SARATOGA,410435,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",GRASSHOPPER GARDENS INC,GRASSHOPPER GARDENS INC,518-793-9623,318,MOTT ROAD,,,GANSEVOORT,NY,12831,"{'type': 'Point', 'coordinates': [-73.603482, 43.213758]}",93,2141,997
CHAUTAUQUA,644491,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",BRIGIOTTAS FARMLAND PRODUCE & GARDEN CENTER INC,BRIGIOTTAS FARMLAND PRODUCE & GARDEN CEN,716-484-1121,375,E LIVINGSTON AVE,,,JAMESTOWN,NY,14701,"{'type': 'Point', 'coordinates': [-79.268875, 42.103051]}",1687,2035,214
DUTCHESS,645602,Nursery Stock Only,11-100 Acres,,O VINCENT ABLE INC,STEPHEN ABEL,845-677-6395,435,NORTH CLOVE ROAD,,,VERBANK,NY,12585,"{'type': 'Point', 'coordinates': [-73.687389, 41.710143]}",979,2040,605
ORANGE,330521,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LAURA ANN FARMS,LAURA ANN FARMS INC,845-783-1391,401,STATE ROUTE 17M,,,MONROE,NY,10950,"{'type': 'Point', 'coordinates': [-74.169652, 41.316574]}",1542,2134,871
MONROE,645240,Nursery Stock Only,10 Acres or Less,,SMALL WORLD SUCCULENTS,MARIANA VASQUEZ-CREDE,203-641-2254,288,WIMBLEDON ROAD,,,ROCHESTER,NY,14617,"{'type': 'Point', 'coordinates': [-77.609985, 43.204671]}",1676,2093,545
WASHINGTON,530797,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",MANDY SPRING FARM NURSERY INC,MANDY SPRING FARM NURSERY INC,518-642-3676,1637,COUNTY ROUTE 28,,,GRANVILLE,NY,12832,"{'type': 'Point', 'coordinates': [-73.291653, 43.362849]}",94,2184,725
WARREN,645943,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SECOND NATURE HERBS,ELLEN MALONA,518-260-3186,1067,PADANARUM ROAD,,,BOLTON LANDING,NY,12814,"{'type': 'Point', 'coordinates': [-73.633355, 43.664121]}",801,2183,826
TIOGA,492280,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",TIOGA GARDENS INC,TIOGA GARDENS INC,607-687-5522,2217,STATE ROUTE 17C,,,OWEGO,NY,13827,"{'type': 'Point', 'coordinates': [-76.214005, 42.091632]}",450,630,53
YATES,645898,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",AARON HOOVER,AARON HOOVER,607-243-8630,4483,BATH ROAD,,,PENN YAN,NY,14527,"{'type': 'Point', 'coordinates': [-77.056272, 42.548465]}",367,2225,97
JEFFERSON,644632,Nursery Stock Only,10 Acres or Less,,MOORE FARM,HARRY MOORE,315-7716963,32573,US RTE 11,,,PHILADELPHIA,NY,13673,"{'type': 'Point', 'coordinates': [-75.724885, 44.139019]}",1594,2089,845
TOMPKINS,645303,Nursery Stock Only,10 Acres or Less,,SOMMARSTUGA GARDENS LLC,DARLENE SCHLATHER,607-387-5668,81,E. MAIN STREET,,,TRUMANSBURG,NY,14886,"{'type': 'Point', 'coordinates': [-76.65791200000001, 42.540747]}",917,2181,705
SUFFOLK,474825,Nursery Stock Only,11-100 Acres,,TRI STATE HORTICULTURAL INC,TRI STATE HORTICULTURAL SERV INC,631-4272350,190,MAIN ROAD,,,AQUEBOGUE,NY,11931,"{'type': 'Point', 'coordinates': [-72.640302, 40.940353]}",1530,2179,1017
ERIE,146038,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",BEN BROOK FARM,VILONEN FREDRICK A & KAREN F,716-691-5388,1851,TONAWANDA CREEK ROAD,,,AMHERST,NY,14228,"{'type': 'Point', 'coordinates': [-78.780648, 43.065304]}",163,2041,304
COLUMBIA,645641,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",HUDSON VALLEY FISH FARM,JOHN NG,518-249-4750,4269,ROUTE 9,,,HUDSON,NY,12534,"{'type': 'Point', 'coordinates': [-73.78680996299994, 42.22981999700005]}",977,619,517
ERIE,144895,Nursery Stock Only,10 Acres or Less,,BRUMBAUGH ROSALIE,BRUMBAUGH ROSALIE,716-445-5116,8599,SOUTH MAIN STREET,,,EDEN,NY,14057,"{'type': 'Point', 'coordinates': [-78.897177, 42.651947]}",513,2041,293
ONONDAGA,313812,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MAPLE HILL LANDSCAPING,LARRY W KEASSA,315-447-3196,4116,POMPEY CENTER ROAD,,,MANLIUS,NY,13104,"{'type': 'Point', 'coordinates': [-75.958726, 42.969711]}",643,2132,691
WAYNE,547176,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",WINDY RIDGE GREENHOUSE,SCHMUCKER DAVID & ANNA MAE,,564,CLYDE - MARENGO ROAD,,,CLYDE,NY,14433,"{'type': 'Point', 'coordinates': [-76.908005, 43.033444]}",183,631,637
SUFFOLK,644224,Nursery Stock Only,11-100 Acres,,CALVERTON TREE FARM INC,CALVERTON TREE FARM INC,631-369-1265,3968,MIDDLE COUNTRY RD,,,CALVERTON,NY,11933,"{'type': 'Point', 'coordinates': [-72.759368, 40.927698]}",1534,2179,1017
CHAUTAUQUA,644661,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SUNSET GREENHOUSE,MOSE C. AND RACHEL R. BYLER,,3800,SPRAGUE HILL ROAD,,,FALCONER,NY,14733,"{'type': 'Point', 'coordinates': [-79.147901, 42.163111]}",1712,2035,205
ERIE,146230,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SCHUMMERS EDEN EDGE,SCHUMMER GARY,716-337-0430,9779,RT 62,,,EDEN,NY,14057,"{'type': 'Point', 'coordinates': [-78.960969, 42.4239]}",525,2034,366
NIAGARA,295809,Nursery Stock Only,101 Acres or More,,LAKESIDE SOD SPLY CO IN,LAKESIDE SOD SUPPLY CO INC,716-741-2877,,OFFICE TV BOOT TONAWAND CREEK,,,ROYALTON,NY,14094,"{'type': 'Point', 'coordinates': [-78.693851, 43.157671]}",930,2131,163
ALBANY,644135,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SEVENZOCKS NURSERY & GARDEN SUPPLY,MATTHEW KOZAKIEWICZ,518-635-4111,1277,RTE 9W,,,SELKIRK,NY,12158,"{'type': 'Point', 'coordinates': [-73.80758501299994, 42.54564202000006]}",1405,2030,837
ONEIDA,300688,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ROSEMARYS THYME,KONKOL ROSEMARY,315-797-8988,33,ARBOR DRIVE,,,NEW HARTFORD,NY,13413,"{'type': 'Point', 'coordinates': [-75.327257, 43.07587]}",1274,625,921
ALLEGANY,645253,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PINE VALLEY GREENHOUSE,RUDY J BYLER,585-365-2140,7041,COUNTY ROAD 17,,,BELFAST,NY,14711,"{'type': 'Point', 'coordinates': [-78.109934, 42.305628]}",1693,2031,467
WESTCHESTER,550656,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CARMINE LABRIOLA CONTRACT CORPORATION,LABRIOLA CARMINE CONTRACTING CORP,914-723-0600,145,LINCOLN AVENUE,,,PURCHASE,NY,10577,"{'type': 'Point', 'coordinates': [-73.69838, 41.038505]}",1339,2185,973
ERIE,141266,Nursery Stock Only,10 Acres or Less,,GUTMANNS TREE NURSERY,GUTMANN MICHAEL,716-345-4649,12444,WARNER HILL ROAD,,,SOUTH WALES,NY,14139,"{'type': 'Point', 'coordinates': [-78.522472, 42.722552]}",4,2041,277
ONEIDA,306156,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ROSALINDS GARDEN GREENHOUSE,VANSLYKE DONALD J,315-361-1463,3582,DOXTATOR ROAD,,,DURHAMVILLE,NY,13054,"{'type': 'Point', 'coordinates': [-75.657335, 43.198343]}",425,625,982
CHAUTAUQUA,66790,Nursery Stock Only,11-100 Acres,,DOUBLE A VINEYARDS INC,DOUBLE A VINEYARDS INC,716-672-8493,,ROUTE 60 RIZZO & POWELL,,,POMFRET,NY,14063,"{'type': 'Point', 'coordinates': [-79.33618, 42.421916]}",519,2035,204
LEWIS,645226,Nursery Stock Only,10 Acres or Less,,WINDY RIDGE ACRES,WINDY RIDGE ACRES,,7189,ROUTE 812,,AT NOLT'S COUNTRY STORE,LOWVILLE,NY,13367,"{'type': 'Point', 'coordinates': [-75.483036, 43.805152]}",571,623,619
MONROE,644954,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",EDISON TECH GREENHOUSE,EDISON TECH GREENHOUSE,585-324-3760,950,NORTON ST,,FRANKLIN HIGH SCHOOL GREENHOUSE,ROCHESTER,NY,14621,"{'type': 'Point', 'coordinates': [-77.597959, 43.186887]}",1680,2093,537
SCHUYLER,645086,Nursery Stock Only,10 Acres or Less,,SENECA LANDSCAPE,RICHARD CHOUINARD,,2110,GANO ROAD,,,MONTOUR FALLS,NY,14865,"{'type': 'Point', 'coordinates': [-76.85851, 42.335723]}",53,2143,646
ONTARIO,324595,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WEAVERS GREENHOUSE,WEAVER LEON L,585-526-6309,4729,YAUTZY ROAD,,,STANLEY,NY,14561,"{'type': 'Point', 'coordinates': [-77.184465, 42.796973]}",412,2133,807
WAYNE,643620,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",EATON FARMS,"EATON, GARY",315-524-8467,1231,BRICK CHURCH ROAD,,,ONTARIO,NY,14519,"{'type': 'Point', 'coordinates': [-77.319892, 43.257806]}",328,631,632
ERIE,141484,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",W D HENRY & SONS INC,HENRY WD & SONS INC,716-648-4673,7189,GOWANDA STATE RD,,,EDEN,NY,14057,"{'type': 'Point', 'coordinates': [-78.860732, 42.688988]}",513,2041,293
MONROE,262319,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",FREARS GDN CENTER INC,FREARS GARDEN CENTER INC,585-663-5130,1050,STONE ROAD,,,ROCHESTER,NY,14616,"{'type': 'Point', 'coordinates': [-77.65322, 43.217763]}",1675,2093,548
WAYNE,644243,Nursery Stock Only,10 Acres or Less,,LAPLANTS LAWN & PROPERTY MTCE,LAPLANT WILLIAM,,7482,OLD LYONS RD,,,LYONS,NY,14489,"{'type': 'Point', 'coordinates': [-77.028837, 43.071335]}",315,631,635
YATES,570638,Nursery Stock Only,10 Acres or Less,,WIEMER HERMANN J-VNYARD,WIEMER HERMANN J VINEYARD INC,607-243-7971,3962,ROUTE 14,,,DUNDEE,NY,14837,"{'type': 'Point', 'coordinates': [-76.92545474899998, 42.56945431100007]}",1776,2225,90
SUFFOLK,643715,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MOTHER EARTHS LANDSCAPE MASONRY AND SUPPLY INC,JOHN GILLIGAN,631-368-6047,350,ELWOOD RD,,,EAST NORTHPORT,NY,11731,"{'type': 'Point', 'coordinates': [-73.335535, 40.864353]}",1112,2179,1020
HERKIMER,216849,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BRICK HOUSE ACRES,DAVIS SEAN,315-737-5635,10628,ROBERTS ROAD,,,FRANKFORT,NY,13340,"{'type': 'Point', 'coordinates': [-75.189926, 43.001684]}",552,2088,678
CHENANGO,85342,Nursery Stock Only,10 Acres or Less,,RRAWR INC,PHETTEPLACE BRUCE,607-334-4942,701,LYON BROOK ROAD,,,NORWICH,NY,13815,"{'type': 'Point', 'coordinates': [-75.511268, 42.469131]}",446,2037,263
DUTCHESS,645767,Combined Nursery and Greenhouse,10 Acres or Less,,MOUNTAIN VIEW HANDCRAFTED GIFTS AND THINGS LLC,NICOLE AND GREGORY ZACHMAN,845-705-7953,120,MOUNTAIN VIEW ROAD,,,FISHKILL,NY,12524,"{'type': 'Point', 'coordinates': [-73.84521400000001, 41.552166]}",968,2040,596
TOMPKINS,644881,Nursery Stock Only,10 Acres or Less,,CAYUGA DAYLILIES,JOAN ADLER,607-272-9072,77,HALSEYVILLE ROAD,,,ITHACA,NY,14850,"{'type': 'Point', 'coordinates': [-76.631447, 42.456868]}",1786,2181,711
MONROE,645394,Nursery Stock Only,10 Acres or Less,,TOWN & COUNTRY ENTERPRISES INC,DAVID SAMUELSON,585-872-5073,1367,ALLEN ROAD,,,PENFIELD,NY,14526,"{'type': 'Point', 'coordinates': [-77.42318400000002, 43.1781]}",366,2093,541
OSWEGO,643788,Nursery Stock Only,10 Acres or Less,,PHOENIX FLOWER FARM AND LANDSCAPING LLC,TIMOTHY DELOS SCHUELER,315-695-6777,2620,LAMSON RD,,,PHOENIX,NY,13135,"{'type': 'Point', 'coordinates': [-76.326682, 43.219256]}",671,2132,697
WESTCHESTER,645286,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WESTWOOD GARDEN NURSERY,DIANE D BRINK,914-632-6521,69,WESTWOOD AVENUE,,,NEW ROCHELLE,NY,10801,"{'type': 'Point', 'coordinates': [-73.801395, 40.927688]}",1450,2185,960
LIVINGSTON,246920,Nursery Stock Only,10 Acres or Less,,GRZENDA NURSERY,GRZENDA DARIN,585-346-4522,3212,POPLAR HILL ROAD,,,LIVONIA,NY,14487,"{'type': 'Point', 'coordinates': [-77.661675, 42.845606]}",314,2091,741
STEUBEN,645229,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",YOUNG HICKORY FLOWER FARM INC,AMY D. CORNELL,607-525-6564,2819,COUNTY ROUTE 117,,,TROUPSBURG,NY,14885,"{'type': 'Point', 'coordinates': [-77.568553, 42.035974]}",916,2178,23
ERIE,643959,Nursery Stock Only,10 Acres or Less,,EDEN TREE FARM INC,MICHAEL R CELLINO,716-480-2020,7804,JENNINGS RD,,,EDEN,NY,14057,"{'type': 'Point', 'coordinates': [-78.876032, 42.672502]}",513,2041,293
FRANKLIN,645765,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",RIVERSIDE ACRES,TITUS & NORMA NOLT,518-358-2390,93,WYLIE ROAD,,,FORT COVINGTON,NY,12937,"{'type': 'Point', 'coordinates': [-74.416824, 44.959876]}",268,621,176
ERIE,144847,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",EMERALD ACRES,KRAFT PAUL,716-225-6487,2949,BELKNAP ROAD,,,EDEN,NY,14057,"{'type': 'Point', 'coordinates': [-78.881861, 42.689204]}",513,2041,293
CLINTON,645768,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SHAGGY DOG NURSERY LTD,ELIZABETH ASHWORTH,518-846-3198,1112,FISKE ROAD,,,CHAZY,NY,12921,"{'type': 'Point', 'coordinates': [-73.445659, 44.873199]}",214,2038,10
BROOME,645869,Nursery Stock Only,10 Acres or Less,,KOKEDAMA FLORA,JASMINE MCAVOY,607-237-3065,886,NOWLAN ROAD,,,PORT CRANE,NY,13833,"{'type': 'Point', 'coordinates': [-75.813594, 42.153625]}",453,2033,945
SARATOGA,644646,Nursery Stock Only,10 Acres or Less,,SARATOGA LAWN JOCKEY'S LLC,DALE BECKNER,518-414-6438,4755,ROUTE 50,,,GANSEVOORT,NY,12831,"{'type': 'Point', 'coordinates': [-73.663571, 43.166587]}",93,2141,997
WESTCHESTER,551239,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LAKEVIEW GROUP ASSOC.,LAKEVIEW GROUP ASSOCIATION,914-682-8614,285,LAKEVIEW AV,DBA ZIMMERMANS,,VALHALLA,NY,10595,"{'type': 'Point', 'coordinates': [-73.785446, 41.081815]}",1349,2185,963
SUFFOLK,643639,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",HALLOCK CIDER MILL INC,WAYNE HALLOCK,631-298-1140,1960,RT 25,PO BOX 232,,LAUREL,NY,11948,"{'type': 'Point', 'coordinates': [-72.561198, 40.968805]}",1606,2179,1012
RENSSELAER,385720,Nursery Stock Only,11-100 Acres,,ISLAND PARK LLC,ISLAND PARK LLC,518-465-6074,,ROUTE 9J,,,CASTLETON,NY,12033,"{'type': 'Point', 'coordinates': [-73.703505, 42.53733700000001]}",1158,2138,112
WASHINGTON,535602,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HAPPENCHANCE FARM,SNYDER JAMES,518-686-0750,396,COUNTY ROUTE 68,,,EAGLE BRIDGE,NY,12057,"{'type': 'Point', 'coordinates': [-73.345564, 42.964957]}",1182,2184,716
WESTCHESTER,643849,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MEADOWS FARM,DAVE M,,3117,OLD YORKTOWN RD,,,YORKTOWN HEIGHTS,NY,10598,"{'type': 'Point', 'coordinates': [-73.812753, 41.311494]}",1352,2185,947
SUFFOLK,644402,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",LANDSCAPE DETAILS INCORPORATED,DERRIG MICHAEL,631-725-0018,3885,MIDDLE COUNTRY ROAD,,,CALVERTON,NY,11933,"{'type': 'Point', 'coordinates': [-72.754342, 40.927376]}",1534,2179,1017
SCHENECTADY,645861,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BIOSOIL FARM INC,CHAD CURRIN,518-344-4920,204,GLENVILLE INDUSTRIAL PARK,BUILDING 204,,SCHENECTADY,NY,12302,"{'type': 'Point', 'coordinates': [-73.98946992999998, 42.83781868600005]}",50,2142,108
ONTARIO,321706,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",FISH FRM MKT&GREENHOUSE,FISH LYNN,585-289-4215,4494,MT PAYNE ROAD,,,SHORTSVILLE,NY,14548,"{'type': 'Point', 'coordinates': [-77.251379, 42.99709200000001]}",405,2133,810
SUFFOLK,644724,Nursery Stock Only,10 Acres or Less,,RAY SMITH & ASSOCIATES,RAYMOND SMITH,631-287-6100,1366,MONTAUK HWY,,,WATER MILL,NY,11976,"{'type': 'Point', 'coordinates': [-72.336566, 40.923587]}",1136,2179,1013
